PC1,PC2,PC3,PULSAR
-1.2724833516447462,1.271656130317926,0.006665471927260441,0
0.19664734935194822,-0.4307398471281264,-0.9758425724924832,0
-1.0071062202317425,1.4667876860127533,-0.031195116284276736,0
-0.8253508470071633,-2.1277712842933028,0.4195538711087139,0
-0.44773805102424385,-0.7886299578852448,-0.06429599740890454,0
-2.898004488993366,-2.286564540625463,2.3691065432232534,0
-0.6646450921523266,0.05211419284246609,0.0773450484320128,0
-0.45957564110997196,1.114823449632104,-0.795879770052238,0
-0.35794302648997384,0.023186162978335055,-0.40910143483973044,0
-0.9018395875613302,0.38496928912429235,-0.043019418623113474,0
-1.4779289724707732,-0.8980527422587836,0.6725107622740512,0
-0.07799653488787364,1.7862282485037766,-0.4010872182213918,0
2.5683383515510028,0.7306347588203037,-0.3924337427381098,1
0.01680057175185809,0.4216475761867974,-0.2533221319869696,0
-0.04167628127350982,-0.22651432001196734,-0.864437091431938,0
-0.6147950913221693,-1.2660577406331903,-0.10195607680548374,0
-0.13578300407668642,1.2549662591779196,-0.3872566405627612,0
0.3763794245497573,1.2054804397170373,-0.4373322091521067,0
-0.9865172057772841,0.49215227616764384,-0.00918238026170523,0
-1.0266267166852012,0.20607681735112438,0.06043047948930669,0
-1.3172160712181804,-1.5400610610503842,0.3225925231203342,0
-2.304682365473884,-3.113400038531877,2.151906250209142,0
-1.373263632069086,0.2561400435003105,0.2132871657454068,0
-0.9333166255239871,1.589021170459254,-0.23623379063840416,0
-0.973510920531854,-0.6780070988332794,0.32916012530619587,0
-1.412055364447402,1.0112643623187751,0.00802679159146251,0
-1.019874095823171,-2.0638505163168195,0.2219912759843755,0
-0.9202648169103447,-0.12187407561612285,-0.297620805895094,0
-1.0296075252775967,0.6196021257322686,-0.3253850506350973,0
-1.3694818142120242,-0.9742988375864354,0.4197555913030134,1
-0.9205306041802929,0.4862810555214428,-0.006962932276385003,0
-1.8393392178871526,-0.6144178815323339,0.8662307658780826,0
-0.6763566512948659,-0.4093453223621196,-0.04641417379000842,0
-0.6471395439843354,-0.9972224134856952,-0.06567237230105799,0
-0.38665061441293413,1.2464794310578347,-0.2752841941478128,0
-0.849067622875054,0.013159393843291782,-0.10454426254888036,0
0.2341492425011782,0.1384320243323192,-0.7188343873460634,0
-0.1434429320886848,-0.5320354082576498,-0.4167567778720344,0
-2.5878950677077994,-2.276147997460921,2.080056831627345,0
-3.1158811893736185,-1.5720849604693126,2.255684246837104,0
-1.8838632408373295,-0.37375684785230956,0.6691450649337787,0
8.42077947712192,-3.518483769000192,0.5126475358073721,1
0.5492987295523915,2.3021745458360363,-0.1444319337751806,0
-0.5827281441547147,-0.08866899611367231,-0.14030095105318477,0
-1.5137395962212241,-0.8655314238600291,0.5772678692495903,0
-0.9210550142376666,1.0524075680862357,-0.43000181082129246,0
0.5926258271366867,-0.1630329282837078,-1.0995339450777362,0
-2.0904704098006297,-0.9565279673240016,1.15052273364979,0
-0.5097337742412342,-0.3163847237284111,-0.1139502002596561,0
-1.1540607406025367,0.7999920449640473,0.1294234958930618,0
-0.4813455697390281,0.7994768153918985,-0.7142464738857736,0
0.814398697506717,0.8350487777591299,-1.092932430393259,0
-0.04781753819426951,1.4364844675128217,-0.7384525020308164,0
-0.2971567685462303,0.9011314531990506,-0.2794321588290183,0
-0.6456072454688381,-0.853570795537872,0.05356370873536645,0
-0.2669503363985904,0.45054166930974193,-0.7301961739190037,0
-2.072176828754507,0.03977341713399335,0.5926953107775468,0
-0.22102802190303453,0.8478934722151207,-0.21052667802599428,0
-0.8245193650571336,0.15156823159312935,-0.45493670713602535,0
-1.1049821537291296,0.48486087245848997,-0.14983755501245907,0
1.5645427218877315,1.1241983696922755,-0.11820389759335492,0
-0.6738106449996517,-0.9222530937420517,0.03743393146298893,0
-1.2032424434515345,0.45378598196246994,0.19150839606873124,0
-0.2399260132017461,-0.41114725858929224,-0.6599454720680801,0
9.710718482989815,-2.288092416544053,2.1349464126861517,1
1.8262548048400578,2.9478492056042764,0.39483513783231405,0
-2.492721783147425,-1.2256035424552532,1.772579945422249,0
-0.421569570157514,0.4487729655266263,-0.7561629284622174,0
0.32772937045435374,0.14592569620734352,-0.4689818308587782,0
-0.5632465941689707,-0.6290797218970592,-0.08471089442241259,0
1.596595147548353,2.0203345274537003,-0.2225260861981314,1
0.8981809994817862,0.9316507412560697,-0.758329140460076,0
-0.6886140670973893,-0.09855093586582903,0.11320127706541347,0
-0.30523210410085494,-0.014182424236576618,-0.8407795065483469,0
-1.6127981263500428,-0.3518252468854291,0.46705362263886074,0
-0.3074111990108108,0.21291812121381026,-0.6941402472807873,0
0.12001873692003545,-1.8512980330077267,-0.4002726037859421,0
-0.5859840559072385,1.495502666596258,-0.11694287733326492,0
6.310850307646052,-2.5928291792678064,-0.4311457130245337,1
-0.30115863518268793,0.946462937533755,-0.9144839586551325,0
-0.1209509940018906,0.8372140407636907,-0.5499654024079415,0
-0.5706751519902085,0.908183322796961,-0.5452449028845766,0
0.023411306000190923,1.1966149907641093,-0.5076366102160583,0
-1.4946430884210633,-1.4608013812570766,0.6356471415332965,0
-0.5014046726433714,-0.34318735568685926,-0.25494280140102454,0
-0.17159455125253276,2.490645902791387,-0.04168577302822657,0
0.8481220690906222,-1.4848295430540437,-1.1710559653475263,0
-0.5232982710272457,-1.1139758687064867,-0.19922495925165415,0
-0.42427779345054173,-0.08466941413081684,-0.6453259742113382,0
-0.1151900333413094,-1.7100661373439061,-0.3102589727283896,0
0.9027754508928528,-1.463278140816939,-1.072765312781061,0
-0.09200884264598798,-1.2067581300652317,-0.37244245470220805,0
-1.227126568145679,-1.574610875112792,0.29130194419759303,0
-0.6140053894646433,-1.073585411847802,0.30487465591086926,0
-0.5461179014691749,0.11261361534929136,-0.5230839940883809,0
-0.9950384089673117,-0.44099373244309426,-0.003268991204665561,0
-0.8157041925407353,-0.620810287262562,4.663999077295089e-5,0
9.070423318384993,-4.320107490450482,0.33661573979413884,1
-0.2603180238576326,-0.8298992262362026,-0.1257351964730241,0
-1.0130251984977736,1.03397774611018,-0.8169329035814226,0
-1.3723255934995846,0.006062118523622151,0.1404227842927377,0
-0.2645594183203583,-0.17015979101278633,-0.6319899033903535,0
-1.807678989930456,-0.6688909623866175,0.6299153614229168,0
-1.1652000676178664,0.73913901390926,-0.15115095539348214,0
-1.4844544769910861,0.5133012508769885,0.2647987791563266,0
-0.25601896692145554,0.5037719915756076,-0.1660256235439596,0
-1.3620182886583156,0.35231982723062616,0.7559015820894593,0
-1.4381401625925854,0.12961106301541475,0.2395649116389999,0
8.840482752718039,-0.7158518595876279,2.7974335863307536,1
-0.5010613818838356,0.809452668058664,-0.42030078573551233,0
-0.5370556566579543,1.0231835739646435,-0.4182465760987893,0
-1.4112083398222401,-0.11424630262204905,-0.035066510745552615,0
-0.08071423291216852,-0.297054962801674,-0.5965269596780913,0
-1.8202364345263609,-0.38727091445127865,0.19231169922928537,0
0.03180155303220677,-1.2286652735613541,-0.541544808913859,0
